,data1
9453,Aug 8 04:59:26seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=126.504 MaxRTT=126.504 Avg-RTT=126.504 Jitter=0
9454,Aug 8 04:59:27seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9455,Aug 8 04:59:27seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9456,Aug 8 04:59:29spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=methowvalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.776 MaxRTT=13.35 Avg-RTT=11.008 Jitter=4.574
9457,Aug 8 04:59:29spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=republic-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.211 MaxRTT=11.381 Avg-RTT=7.44 Jitter=6.17
9458,Aug 8 04:59:30spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=evergreen-stevensco-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.284 MaxRTT=12.903 Avg-RTT=8.52 Jitter=
9459,Aug 8 04:59:30spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wsu-riverpoint-bacc Test=icmp-test Loss%=0.000000 Min-RTT=1.861 MaxRTT=26.683 Avg-RTT=10.136 Jitter=24
9460,Aug 8 04:59:31pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=heritage-pbacc Test=icmp-test Loss%=0.000000 Min-RTT=10.761 MaxRTT=32.106 Avg-RTT=17.897 Jitter=21.345
9461,Aug 8 04:59:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9462,Aug 8 04:59:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9463,Aug 8 04:59:31spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=greatnorthern-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9464,Aug 8 04:59:32seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=upperskagit-lib Test=icmp-test Loss%=0.000000 Min-RTT=5.735 MaxRTT=7.934 Avg-RTT=6.513 Jitter=2.199
9465,Aug 8 04:59:32spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=liberty-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.623 MaxRTT=6.266 Avg-RTT=4.881 Jitter=2.643
9466,Aug 8 04:59:34spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=marywalker-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.717 MaxRTT=6.032 Avg-RTT=5.205 Jitter=2.315
9467,Aug 8 04:59:35seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9468,Aug 8 04:59:35seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9469,Aug 8 04:59:37spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=valley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.82 MaxRTT=9.445 Avg-RTT=5.701 Jitter=5.625
9470,Aug 8 04:59:37seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bremerton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.34 MaxRTT=78.108 Avg-RTT=40.224 Jitter=75.768
9471,Aug 8 04:59:38spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=lind-k12 Test=icmp-test Loss%=0.000000 Min-RTT=18.373 MaxRTT=28.065 Avg-RTT=21.888 Jitter=9.692
9472,Aug 8 04:59:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=shelton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.782 MaxRTT=19.414 Avg-RTT=10.839 Jitter=13.632
9473,Aug 8 04:59:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9474,Aug 8 04:59:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9475,Aug 8 04:59:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsipc-2-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.436 MaxRTT=4.552 Avg-RTT=3.278 Jitter=2.116
9476,Aug 8 04:59:40seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tumwater-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.709 MaxRTT=8.568 Avg-RTT=6.977 Jitter=3.859
9477,Aug 8 04:59:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=stanwood-k12 Test=icmp-test Loss%=0.000000 Min-RTT=72.809 MaxRTT=72.809 Avg-RTT=72.809 Jitter=0
9478,Aug 8 04:59:43spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=colton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.794 MaxRTT=6.717 Avg-RTT=4.86 Jitter=2.923
9479,Aug 8 04:59:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9480,Aug 8 04:59:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9481,Aug 8 04:59:46seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=Raymond-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.087 MaxRTT=7.949 Avg-RTT=6.13 Jitter=2.862
9482,Aug 8 04:59:46spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=royal-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.856 MaxRTT=8.972 Avg-RTT=7.58 Jitter=2.116
9483,Aug 8 04:59:48seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9484,Aug 8 04:59:48seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9485,Aug 8 04:59:48pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=whitesalmon-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.41 MaxRTT=7.115 Avg-RTT=5.342 Jitter=2.705
9486,Aug 8 04:59:48seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=chehalis-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.787 MaxRTT=13.64 Avg-RTT=8.48 Jitter=8.853
9487,Aug 8 04:59:49seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=portgamble-nwic Test=icmp-test Loss%=0.000000 Min-RTT=2.954 MaxRTT=5.771 Avg-RTT=3.976 Jitter=2.817
9488,Aug 8 04:59:51spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=benge-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.954 MaxRTT=7.568 Avg-RTT=6.045 Jitter=2.614
9489,Aug 8 04:59:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=granitefalls-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.488 MaxRTT=9.409000000000001 Avg-RTT=5.579 Jitter=5.
9490,Aug 8 04:59:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=marysville-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.494 MaxRTT=9.369 Avg-RTT=5.558 Jitter=5.875
9491,Aug 8 04:59:52spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=spokane-pullman-ctc Test=icmp-test Loss%=0.000000 Min-RTT=3.749 MaxRTT=6.331 Avg-RTT=4.766 Jitter=2.58
9492,Aug 8 04:59:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bremerton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.34 MaxRTT=78.108 Avg-RTT=28.665 Jitter=75.768
9493,Aug 8 04:59:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9494,Aug 8 04:59:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9495,Aug 8 04:59:52spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=chewelah-lib Test=icmp-test Loss%=0.000000 Min-RTT=3.532 MaxRTT=7.421 Avg-RTT=4.841 Jitter=3.889
9496,Aug 8 04:59:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=sumner-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.771 MaxRTT=35.756 Avg-RTT=20.264 Jitter=30.985
9497,Aug 8 04:59:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=morton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.959 MaxRTT=35.797 Avg-RTT=20.378 Jitter=30.838
9498,Aug 8 04:59:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=whitepass-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.744 MaxRTT=35.769 Avg-RTT=20.757 Jitter=30.025
9499,Aug 8 04:59:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=centralkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.619 MaxRTT=35.866 Avg-RTT=20.743 Jitter=30.247
9500,Aug 8 04:59:54seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=arlington-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.32 MaxRTT=11.584 Avg-RTT=6.151 Jitter=8.263999999999999
9501,Aug 8 04:59:56seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.51 MaxRTT=126.504 Avg-RTT=45.526 Jitter=121.994
9502,Aug 8 04:59:56seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9503,Aug 8 04:59:56seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9504,Aug 8 04:59:56pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=aberdeen-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.82 MaxRTT=7.703 Avg-RTT=5.79 Jitter=2.883
9505,Aug 8 04:59:59seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=washington-lib Test=icmp-test Loss%=0.000000 Min-RTT=7.25 MaxRTT=108.81 Avg-RTT=58.03 Jitter=101.56
9506,Aug 8 04:59:59seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd112-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.26 MaxRTT=108.936 Avg-RTT=58.098 Jitter=101.676
9507,Aug 8 04:59:59seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd189-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.307 MaxRTT=108.911 Avg-RTT=58.109 Jitter=101.604
9508,Aug 8 04:59:59seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-mountvernon-bacc Test=icmp-test Loss%=0.000000 Min-RTT=7.242 MaxRTT=108.874 Avg-RTT=58.058 Jitter=101.632
9509,Aug 8 04:59:59seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wshm-other Test=icmp-test Loss%=0.000000 Min-RTT=4.513 MaxRTT=9.913 Avg-RTT=6.333 Jitter=5.4
9510,Aug 8 05:00:00seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=skagitvalley-oakharbor-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.455 MaxRTT=7.219 Avg-RTT=5.741 Jitter=2.76
9511,Aug 8 05:00:00seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9512,Aug 8 05:00:00seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9513,Aug 8 05:00:02seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=ferndale-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.595000000000001 MaxRTT=74.145 Avg-RTT=32.067 Jitter=65.5
9514,Aug 8 05:00:03seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=vashonisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.715 MaxRTT=21.694 Avg-RTT=10.433 Jitter=16.979
9515,Aug 8 05:00:03seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=graysharbor-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.773 MaxRTT=9.151999999999999 Avg-RTT=6.368 Jitter=4.3
9516,Aug 8 05:00:03spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=kettlefalls-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.907 MaxRTT=9.984 Avg-RTT=6.659 Jitter=5.077
9517,Aug 8 05:00:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9518,Aug 8 05:00:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9519,Aug 8 05:00:05seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cascadia-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.205 MaxRTT=7.523 Avg-RTT=5.433 Jitter=3.318
9520,Aug 8 05:00:05seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northshore-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.252 MaxRTT=7.493 Avg-RTT=5.434 Jitter=3.241
9521,Aug 8 05:00:06seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=chiefkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.07 MaxRTT=9.521000000000001 Avg-RTT=5.326 Jitter=6.45
9522,Aug 8 05:00:06seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=elma-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.88 MaxRTT=14.302 Avg-RTT=8.923999999999999 Jitter=8.42200000
9523,Aug 8 05:00:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=sumner-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.771 MaxRTT=35.756 Avg-RTT=15.823 Jitter=30.985
9524,Aug 8 05:00:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=centralkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.619 MaxRTT=35.866 Avg-RTT=16.159 Jitter=30.247
9525,Aug 8 05:00:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=morton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.959 MaxRTT=35.797 Avg-RTT=15.894 Jitter=30.838
9526,Aug 8 05:00:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=whitepass-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.744 MaxRTT=35.769 Avg-RTT=16.163 Jitter=30.025
9527,Aug 8 05:00:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd171-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.85 MaxRTT=14.255 Avg-RTT=9.318 Jitter=8.404999999999999
9528,Aug 8 05:00:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=westvalley-yak-k12 Test=icmp-test Loss%=0.000000 Min-RTT=9.07 MaxRTT=28.025 Avg-RTT=16.111 Jitter=18.955
9529,Aug 8 05:00:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9530,Aug 8 05:00:09seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9531,Aug 8 05:00:09spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=rosalia-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.44 MaxRTT=11.157 Avg-RTT=5.449 Jitter=8.7170000000
9532,Aug 8 05:00:09seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=orting-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.522 MaxRTT=7.823 Avg-RTT=6.324 Jitter=2.301
9533,Aug 8 05:00:11seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=stanwood-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.763 MaxRTT=72.809 Avg-RTT=29.038 Jitter=68.046
9534,Aug 8 05:00:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakechelan-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.605 MaxRTT=70.476 Avg-RTT=27.933 Jitter=63.871
9535,Aug 8 05:00:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=oceanbeach-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.581 MaxRTT=70.389 Avg-RTT=27.88 Jitter=63.808
9536,Aug 8 05:00:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=sedrowoolley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.205 MaxRTT=70.367 Avg-RTT=27.735 Jitter=64.162
9537,Aug 8 05:00:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakequinault-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.979 MaxRTT=70.407 Avg-RTT=28.122 Jitter=63.428
9538,Aug 8 05:00:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wishkahvalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.971 MaxRTT=19.21 Avg-RTT=12.803 Jitter=13.239
9539,Aug 8 05:00:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9540,Aug 8 05:00:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=washington-lib Test=icmp-test Loss%=0.000000 Min-RTT=6.281 MaxRTT=108.81 Avg-RTT=40.78 Jitter=102.529
9541,Aug 8 05:00:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-mountvernon-bacc Test=icmp-test Loss%=0.000000 Min-RTT=6.316 MaxRTT=108.874 Avg-RTT=40.811 Jitter=102.558
9542,Aug 8 05:00:14seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=washington-lib Test=icmp-test Loss%=0.000000 Min-RTT=6.281 MaxRTT=108.81 Avg-RTT=40.78 Jitter=102.529
9543,Aug 8 05:00:14seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd112-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.711 MaxRTT=108.936 Avg-RTT=40.969 Jitter=102.225
9544,Aug 8 05:00:14seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=esd189-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.165 MaxRTT=108.911 Avg-RTT=41.128 Jitter=101.746
9545,Aug 8 05:00:14seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bellingham-ctc Test=icmp-test Loss%=0.000000 Min-RTT=10.487 MaxRTT=45.247 Avg-RTT=22.893 Jitter=34.76
9546,Aug 8 05:00:14seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=uw-fhl-bacc Test=icmp-test Loss%=0.000000 Min-RTT=7.067 MaxRTT=45.324 Avg-RTT=20.972 Jitter=38.257
9547,Aug 8 05:00:14seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=clark-ctc Test=icmp-test Loss%=0.000000 Min-RTT=7.069 MaxRTT=9.451000000000001 Avg-RTT=8.101000000000001 Jitt
9548,Aug 8 05:00:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=clark-ctc Test=icmp-test Loss%=0.000000 Min-RTT=7.069 MaxRTT=9.451000000000001 Avg-RTT=8.101000000000001 Jitt
9549,Aug 8 05:00:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bellingham-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.147 MaxRTT=9.474 Avg-RTT=8.164 Jitter=2.327
9550,Aug 8 05:00:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=meridian-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.951 MaxRTT=9.984999999999999 Avg-RTT=8.122 Jitter=3.034
9551,Aug 8 05:00:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=granger-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.986 MaxRTT=10.042 Avg-RTT=8.154 Jitter=3.056
9552,Aug 8 05:00:16pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=waitsburg-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.595000000000001 MaxRTT=21.23 Avg-RTT=12.808 Jitt
9553,Aug 8 05:00:17seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9554,Aug 8 05:00:17seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9555,Aug 8 05:00:17seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=concrete-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.175 MaxRTT=15.998 Avg-RTT=9.218999999999999 Jitter=10.82
9556,Aug 8 05:00:18seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=orondo-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.592 MaxRTT=13.132 Avg-RTT=11.511 Jitter=2.54
9557,Aug 8 05:00:18seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cwu-wenatchee-bacc Test=icmp-test Loss%=0.000000 Min-RTT=7.661 MaxRTT=9.891999999999999 Avg-RTT=8.49499999999
9558,Aug 8 05:00:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=capeflattery-k12 Test=icmp-test Loss%=0.000000 Min-RTT=12.281 MaxRTT=15.935 Avg-RTT=14.094 Jitter=3.654
9559,Aug 8 05:00:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=hoquiam-k12 Test=icmp-test Loss%=0.000000 Min-RTT=13.612 MaxRTT=16.202 Avg-RTT=14.657 Jitter=2.59
9560,Aug 8 05:00:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=touchet-k12 Test=icmp-test Loss%=0.000000 Min-RTT=12.129 MaxRTT=21.727 Avg-RTT=15.871 Jitter=9.59800000000000
9561,Aug 8 05:00:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=montesano-k12 Test=icmp-test Loss%=0.000000 Min-RTT=11.855 MaxRTT=21.702 Avg-RTT=15.827 Jitter=9.847
9562,Aug 8 05:00:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=chewelah-k12 Test=icmp-test Loss%=0.000000 Min-RTT=12.382 MaxRTT=21.75 Avg-RTT=16.038 Jitter=9.368
9563,Aug 8 05:00:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9564,Aug 8 05:00:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9565,Aug 8 05:00:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=kettlefalls-lib Test=icmp-test Loss%=0.000000 Min-RTT=13.255 MaxRTT=16.041 Avg-RTT=14.485 Jitter=2.786
9566,Aug 8 05:00:22spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=loonlake-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.501 MaxRTT=7.872 Avg-RTT=5.818 Jitter=4.371
9567,Aug 8 05:00:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-icne-bacc Test=icmp-test Loss%=0.000000 Min-RTT=15.914 MaxRTT=18.208 Avg-RTT=16.735 Jitter=2.294
9568,Aug 8 05:00:25seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-gov-bacc Test=icmp-test Loss%=0.000000 Min-RTT=64.85 MaxRTT=64.85 Avg-RTT=64.85 Jitter=0
9569,Aug 8 05:00:25seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
